# #JD, mag, error
-1.528125011408701539e+01,1.000968573771310766e+00,2.001937147542621424e-03
-1.527430566959083080e+01,1.000041018920552638e+00,2.000082037841105498e-03
-1.526736122509464622e+01,9.995946353126231587e-01,1.999189270625246345e-03
-1.526041678059846163e+01,9.986338133529719663e-01,1.997267626705944137e-03
-1.525347233610227704e+01,1.001379957913064889e+00,2.002759915826129999e-03
-1.524652789160609245e+01,1.000328475827760633e+00,2.000656951655521276e-03
-1.523958344710990787e+01,1.002017415420923596e+00,2.004034830841847168e-03
-1.523263900261372328e+01,9.985756969889867385e-01,1.997151393977973470e-03
-1.522569455811753869e+01,1.000241679168641262e+00,2.000483358337282538e-03
-1.521875011362135410e+01,1.003223292531612465e+00,2.006446585063225135e-03
-1.521180566912516952e+01,1.002457648326472883e+00,2.004915296652945607e-03
-1.520486122462898493e+01,9.971369162375826045e-01,1.994273832475165157e-03
-1.519791678013280034e+01,9.980808611146367859e-01,1.996161722229273551e-03
-1.519097233563661575e+01,9.993636254052412626e-01,1.998727250810482681e-03
-1.518402789114043117e+01,9.995368190634420502e-01,1.999073638126884316e-03
-1.517708344664424658e+01,9.976644745392817537e-01,1.995328949078563341e-03
-1.517013900214806199e+01,1.002719698563466322e+00,2.005439397126932820e-03
-1.516319455765187740e+01,1.002420092985753630e+00,2.004840185971507212e-03
-1.515625011315569282e+01,9.993544398280505003e-01,1.998708879656101080e-03
-1.514930566865950823e+01,9.982402564962997715e-01,1.996480512992599484e-03
-1.514236122416332364e+01,9.999209896862577551e-01,1.999841979372515410e-03
-1.513541677966713905e+01,1.000584888516538040e+00,2.001169777033076028e-03
-1.512847233517095447e+01,1.002072408953475602e+00,2.004144817906951172e-03
-1.512152789067476988e+01,9.974355768369805864e-01,1.994871153673961200e-03
-1.511458344617858529e+01,1.000635702733841947e+00,2.001271405467683947e-03
-1.510763900168240070e+01,9.962979483279049697e-01,1.992595896655810148e-03
-1.510069455718621612e+01,9.995316429977829653e-01,1.999063285995565913e-03
-1.509375011269003153e+01,9.992030062398201684e-01,1.998406012479640465e-03
-1.508680566819384694e+01,9.985466261939511812e-01,1.997093252387902376e-03
-1.507986122369766235e+01,9.959317088477718238e-01,1.991863417695543485e-03
-1.507291677920147777e+01,1.001974488263900120e+00,2.003948976527800217e-03
-1.506597233470529318e+01,9.962758926364427836e-01,1.992551785272885737e-03
-1.505902789020910859e+01,9.977741062203684397e-01,1.995548212440737077e-03
-1.505208344571292400e+01,1.002618752982391337e+00,2.005237505964782650e-03
-1.504513900121673942e+01,9.999926612851804952e-01,1.999985322570361178e-03
-1.503819455672055483e+01,1.001040348852044737e+00,2.002080697704089647e-03
-1.503125011222437024e+01,1.000081522809065371e+00,2.000163045618130915e-03
-1.502430566772818565e+01,1.001087903879082752e+00,2.002175807758165612e-03
-1.501736122323200107e+01,9.976147212396080377e-01,1.995229442479216301e-03
-1.501041677873581648e+01,1.001026420704021147e+00,2.002052841408042457e-03
-1.500347233423963189e+01,1.000613626024210223e+00,2.001227252048420283e-03
-1.499652788974344730e+01,1.001548926708843990e+00,2.003097853417688205e-03
-1.498958344524726272e+01,1.000664514707753527e+00,2.001329029415506965e-03
-1.498263900075107813e+01,9.991597063404211720e-01,1.998319412680842327e-03
-1.497569455625489354e+01,1.000077956880277341e+00,2.000155913760554623e-03
-1.496875011175870895e+01,9.992275183337735456e-01,1.998455036667547147e-03
-1.496180566726252437e+01,9.987656558274808916e-01,1.997531311654961693e-03
-1.495486122276633978e+01,1.002215591346116819e+00,2.004431182692233832e-03
-1.494791677827015519e+01,1.000857208545026911e+00,2.001714417090053825e-03
-1.494097233377397060e+01,9.990214074920419351e-01,1.998042814984083912e-03
-1.493402788927778602e+01,1.000153234690758897e+00,2.000306469381517901e-03
-1.492708344478160143e+01,9.990032614230022201e-01,1.998006522846004426e-03
-1.492013900028541684e+01,9.993794677118947867e-01,1.998758935423789428e-03
-1.491319455578923225e+01,1.002513672733775785e+00,2.005027345467551639e-03
-1.490625011129304767e+01,1.001947285826396916e+00,2.003894571652793666e-03
-1.489930566679686308e+01,9.984197229577598254e-01,1.996839445915519606e-03
-1.489236122230067849e+01,1.002890534077712115e+00,2.005781068155424330e-03
-1.488541677780449390e+01,9.999722423259496118e-01,1.999944484651899369e-03
-1.487847233330830932e+01,9.961326947365488627e-01,1.992265389473097878e-03
-1.487152788881212473e+01,9.967894783370965239e-01,1.993578956674193180e-03
-1.486458344431594014e+01,9.989328029848510981e-01,1.997865605969702078e-03
-1.485763899981975555e+01,1.004159117993609796e+00,2.008318235987219605e-03
-1.485069455532357097e+01,1.002225055893190664e+00,2.004450111786381435e-03
-1.484375011082738638e+01,9.965338782610704271e-01,1.993067756522140781e-03
-1.483680566633120179e+01,9.945735456125472940e-01,1.989147091225094456e-03
-1.482986122183501720e+01,1.000535640654769631e+00,2.001071281309539131e-03
-1.482291677733883262e+01,1.000920789994946825e+00,2.001841579989893649e-03
-1.481597233284264803e+01,9.998786424990765420e-01,1.999757284998153126e-03
-1.480902788834646344e+01,9.988750829372484707e-01,1.997750165874496824e-03
-1.480208344385027885e+01,1.002768781400315223e+00,2.005537562800630697e-03
-1.479513899935409427e+01,1.001367947810716474e+00,2.002735895621433199e-03
-1.478819455485790968e+01,9.988006667185455045e-01,1.997601333437091196e-03
-1.478125011036172509e+01,1.000294575488088755e+00,2.000589150976177406e-03
-1.477430566586554050e+01,1.000326762049693174e+00,2.000653524099386526e-03
-1.476736122136935592e+01,9.970137231382442122e-01,1.994027446276488633e-03
-1.476041677687317133e+01,9.984569044215499956e-01,1.996913808843100036e-03
-1.475347233237698674e+01,1.000968290459866017e+00,2.001936580919732190e-03
-1.474652788788080215e+01,9.980463862857174018e-01,1.996092772571434869e-03
-1.473958344338461757e+01,9.973167591882184935e-01,1.994633518376436824e-03
-1.473263899888843298e+01,1.000757894397148240e+00,2.001515788794296525e-03
-1.472569455439224839e+01,9.987368909516212145e-01,1.997473781903242283e-03
-1.471875010989606380e+01,9.968094242146076089e-01,1.993618848429215291e-03
-1.471180566539987922e+01,9.984850622262271269e-01,1.996970124452454240e-03
-1.470486122090369463e+01,9.986985687961663638e-01,1.997397137592332641e-03
-1.469791677640751004e+01,9.981932292603846735e-01,1.996386458520769264e-03
-1.469097233191132545e+01,9.979322693637502351e-01,1.995864538727500515e-03
-1.468402788741514087e+01,1.000827781513984327e+00,2.001655563027968619e-03
-1.467708344291895628e+01,9.998860167074851146e-01,1.999772033414970365e-03
-1.467013899842277169e+01,9.981850440677770830e-01,1.996370088135554326e-03
-1.466319455392658710e+01,9.996208666349254424e-01,1.999241733269850781e-03
-1.465625010943040252e+01,9.965153494303073956e-01,1.993030698860615013e-03
-1.464930566493421793e+01,1.002694262420260829e+00,2.005388524840521613e-03
-1.464236122043803334e+01,9.997813705177963639e-01,1.999562741035592565e-03
-1.463541677594184875e+01,9.983898258447443386e-01,1.996779651689488573e-03
-1.462847233144566417e+01,9.988000087561265117e-01,1.997600017512252916e-03
-1.462152788694947958e+01,9.993825056468795820e-01,1.998765011293759334e-03
-1.461458344245329499e+01,1.000798243535832466e+00,2.001596487071665136e-03
-1.460763899795711040e+01,9.998599715447740177e-01,1.999719943089547924e-03
-1.460069455346092582e+01,9.992913301613072230e-01,1.998582660322614345e-03
-1.459375010896474123e+01,1.001236789318023623e+00,2.002473578636047337e-03
-1.458680566446855664e+01,9.992504596912961112e-01,1.998500919382592469e-03
-1.457986121997237206e+01,1.001787843883570339e+00,2.003575687767140609e-03
-1.457291677547618747e+01,9.972882378928453750e-01,1.994576475785690868e-03
-1.456597233098000288e+01,1.001526696126766813e+00,2.003053392253533772e-03
-1.455902788648381829e+01,1.002791619447736204e+00,2.005583238895472433e-03
-1.455208344198763371e+01,1.000007349519256517e+00,2.000014699038512884e-03
-1.454513899749144912e+01,9.978473704814856404e-01,1.995694740962971215e-03
-1.453819455299526453e+01,9.971192882819136516e-01,1.994238576563827237e-03
-1.453125010849907994e+01,1.000275144167212638e+00,2.000550288334425157e-03
-1.452430566400289536e+01,1.001370729495374867e+00,2.002741458990749644e-03
-1.451736121950671077e+01,9.991780871987021584e-01,1.998356174397404247e-03
-1.451041677501052618e+01,9.983350409761148070e-01,1.996670081952229593e-03
-1.450347233051434159e+01,9.990358385186990375e-01,1.998071677037398068e-03
-1.449652788601815701e+01,9.996183036048112980e-01,1.999236607209622582e-03
-1.448958344152197242e+01,9.992585268845758373e-01,1.998517053769151893e-03
-1.448263899702578783e+01,9.985083118778410594e-01,1.997016623755681983e-03
-1.447569455252960324e+01,9.970690537420509036e-01,1.994138107484101814e-03
-1.446875010803341866e+01,9.966970624220510278e-01,1.993394124844101965e-03
-1.446180566353723407e+01,9.996745525192799464e-01,1.999349105038559973e-03
-1.445486121904104948e+01,1.000978643374735411e+00,2.001957286749470911e-03
-1.444791677454486489e+01,1.000901646392164279e+00,2.001803292784328815e-03
-1.444097233004868031e+01,1.000939586698029071e+00,2.001879173396058174e-03
-1.443402788555249572e+01,1.000850846759260726e+00,2.001701693518521518e-03
-1.442708344105631113e+01,9.995659964404346454e-01,1.999131992880869447e-03
-1.442013899656012654e+01,1.002439224844495547e+00,2.004878449688991208e-03
-1.441319455206394196e+01,1.000380455186144601e+00,2.000760910372289137e-03
-1.440625010756775737e+01,1.001847295140439797e+00,2.003694590280879605e-03
-1.439930566307157278e+01,9.989103470726975464e-01,1.997820694145395221e-03
-1.439236121857538819e+01,9.980539275930627729e-01,1.996107855186125477e-03
-1.438541677407920361e+01,1.001361493969133987e+00,2.002722987938267835e-03
-1.437847232958301902e+01,9.996279451965009999e-01,1.999255890393002080e-03
-1.437152788508683443e+01,9.995213474095183681e-01,1.999042694819036861e-03
-1.436458344059064984e+01,1.004545610073131812e+00,2.009091220146263807e-03
-1.435763899609446526e+01,1.002130924611762453e+00,2.004261849223525072e-03
-1.435069455159828067e+01,1.000882771810704730e+00,2.001765543621409574e-03
-1.434375010710209608e+01,1.003264861949144215e+00,2.006529723898288486e-03
-1.433680566260591149e+01,9.959096596797450962e-01,1.991819319359490383e-03
-1.432986121810972691e+01,9.974876635158167471e-01,1.994975327031633505e-03
-1.432291677361354232e+01,1.002021939959323760e+00,2.004043879918647551e-03
-1.431597232911735773e+01,9.994292485918526703e-01,1.998858497183705289e-03
-1.430902788462117314e+01,9.983801518258155205e-01,1.996760303651630951e-03
-1.430208344012498856e+01,9.981670159174399481e-01,1.996334031834880000e-03
-1.429513899562880397e+01,9.992958156621430943e-01,1.998591631324286334e-03
-1.428819455113261938e+01,1.002041248802976181e+00,2.004082497605952449e-03
-1.428125010663643479e+01,1.001796828954929053e+00,2.003593657909858231e-03
-1.427430566214025021e+01,9.972692595725610731e-01,1.994538519145121983e-03
-1.426736121764406562e+01,1.005314867475202600e+00,2.010629734950405111e-03
-1.426041677314788103e+01,1.000451498301497155e+00,2.000902996602994290e-03
-1.425347232865169644e+01,1.000841549006838527e+00,2.001683098013677230e-03
-1.424652788415551186e+01,1.000694650139521746e+00,2.001389300279043503e-03
-1.423958343965932727e+01,1.003861011905297085e+00,2.007722023810594100e-03
-1.423263899516314268e+01,9.954310244926362072e-01,1.990862048985272362e-03
-1.422569455066695809e+01,1.000843132814202896e+00,2.001686265628405906e-03
-1.421875010617077351e+01,9.988569681579523296e-01,1.997713936315904503e-03
-1.421180566167458892e+01,1.001869618034816556e+00,2.003739236069633067e-03
-1.420486121717840433e+01,9.969994369945519574e-01,1.993998873989104043e-03
-1.419791677268221974e+01,1.000914917117202041e+00,2.001829834234404321e-03
-1.419097232818603516e+01,1.000413537502434558e+00,2.000827075004869230e-03
-1.418402788368985057e+01,1.003942741262786154e+00,2.007885482525572501e-03
-1.417708343919366598e+01,9.979215319294140185e-01,1.995843063858828131e-03
-1.417013899469748139e+01,1.002084829615563777e+00,2.004169659231127675e-03
-1.416319455020129681e+01,1.000958945813274603e+00,2.001917891626549262e-03
-1.415625010570511222e+01,1.003295641739074373e+00,2.005548524637106988e-03
-1.414930566120892763e+01,9.972644462002520083e-01,1.984293043565174292e-03
-1.414236121671274304e+01,9.913372504612781855e-01,1.961003675822970728e-03
-1.413541677221655846e+01,9.864960955566182133e-01,1.946319970550464606e-03
-1.412847232772037387e+01,9.851754967753960646e-01,1.941465952129006571e-03
-1.412152788322418928e+01,9.835068064765497553e-01,1.936712200912114141e-03
-1.411458343872800469e+01,9.807950131426890206e-01,1.930392463215306349e-03
-1.410763899423182011e+01,9.837697018411748484e-01,1.935621510713557815e-03
-1.410069454973563552e+01,9.835577335131268084e-01,1.934873930568354293e-03
-1.409375010523945093e+01,9.873034148665241760e-01,1.942178559334039505e-03
-1.408680566074326634e+01,9.861693866283562926e-01,1.940146250781799855e-03
-1.407986121624708176e+01,9.843703801316715518e-01,1.937083287157242463e-03
-1.407291677175089717e+01,9.866946327443323339e-01,1.942456749406991931e-03
-1.406597232725471258e+01,9.851655609455431950e-01,1.940655370365674441e-03
-1.405902788275852799e+01,9.874880261943765891e-01,1.947042908437662074e-03
-1.405208343826234341e+01,9.865952218656203199e-01,1.948241786719045457e-03
-1.404513899376615882e+01,9.944093025128825092e-01,1.972804790487942342e-03
-1.403819454926997423e+01,9.963049625398214815e-01,1.987825648748324080e-03
-1.403125010477378964e+01,1.004875647398878247e+00,2.009751294797756677e-03
-1.402430566027760506e+01,1.002615313219709536e+00,2.005230626439419208e-03
-1.401736121578142047e+01,9.987484112735771635e-01,1.997496822547154167e-03
-1.401041677128523588e+01,1.001012447400566829e+00,2.002024894801133614e-03
-1.400347232678905129e+01,1.002456690124340577e+00,2.004913380248681161e-03
-1.399652788229286671e+01,9.959980287083426420e-01,1.991996057416685340e-03
-1.398958343779668212e+01,9.988621097824145201e-01,1.997724219564829193e-03
-1.398263899330049753e+01,9.999087799039296787e-01,1.999817559807859444e-03
-1.397569454880431294e+01,1.000143477311301821e+00,2.000286954622603613e-03
-1.396875010430812836e+01,1.000281122810432244e+00,2.000562245620864359e-03
-1.396180565981194377e+01,1.000218059014265526e+00,2.000436118028530927e-03
-1.395486121531575918e+01,1.002748841070749464e+00,2.005497682141498851e-03
-1.394791677081957459e+01,9.979523448186338186e-01,1.995904689637267599e-03
-1.394097232632339001e+01,1.000020110471114387e+00,2.000040220942228726e-03
-1.393402788182720542e+01,9.991377432126575808e-01,1.998275486425315269e-03
-1.392708343733102083e+01,1.001534227533339871e+00,2.003068455066679861e-03
-1.392013899283483624e+01,9.995968525774416857e-01,1.999193705154883507e-03
-1.391319454833865166e+01,1.001613667019579434e+00,2.003227334039158966e-03
-1.390625010384246707e+01,1.000303486940020026e+00,2.000606973880040239e-03
-1.389930565934628248e+01,1.001377185563222305e+00,2.002754371126444499e-03
-1.389236121485009789e+01,1.000002105755331439e+00,2.000004211510662822e-03
-1.388541677035391331e+01,1.002754404650080700e+00,2.005508809300161639e-03
-1.387847232585772872e+01,9.998392463175006517e-01,1.999678492635001328e-03
-1.387152788136154413e+01,1.001657025428638104e+00,2.003314050857276252e-03
-1.386458343686535954e+01,1.002272671842028950e+00,2.004545343684058147e-03
-1.385763899236917496e+01,1.000548514268550626e+00,2.001097028537101360e-03
-1.385069454787299037e+01,9.979756156489295593e-01,1.995951231297859053e-03
-1.384375010337680578e+01,9.968423383157453133e-01,1.993684676631490762e-03
-1.383680565888062119e+01,1.000978721947142880e+00,2.001957443894285867e-03
-1.382986121438443661e+01,1.001921632510934357e+00,2.003843265021868544e-03
-1.382291676988825202e+01,9.985670969297318900e-01,1.997134193859463874e-03
-1.381597232539206743e+01,9.997622781017097005e-01,1.999524556203419613e-03
-1.380902788089588284e+01,9.992842301702662411e-01,1.998568460340532666e-03
-1.380208343639969826e+01,9.984767989543962274e-01,1.996953597908792451e-03
-1.379513899190351367e+01,1.001135933642545162e+00,2.002271867285090445e-03
-1.378819454740732908e+01,9.942837749565703875e-01,1.988567549913140744e-03
-1.378125010291114450e+01,9.996447956696292714e-01,1.999289591339258390e-03
-1.377430565841495991e+01,9.967034499564746408e-01,1.993406899912949365e-03
-1.376736121391877532e+01,9.991708582575212771e-01,1.998341716515042443e-03
-1.376041676942259073e+01,9.966436219573270305e-01,1.993287243914653936e-03
-1.375347232492640615e+01,1.000754292618755814e+00,2.001508585237511597e-03
-1.374652788043022156e+01,1.001869773086122573e+00,2.003739546172245058e-03
-1.373958343593403697e+01,9.998646643781907706e-01,1.999729328756381496e-03
-1.373263899143785238e+01,1.000336882798926519e+00,2.000673765597853031e-03
-1.372569454694166780e+01,1.002000432738984648e+00,2.004000865477969379e-03
-1.371875010244548321e+01,1.001623841944794702e+00,2.003247683889589591e-03
-1.371180565794929862e+01,9.994516705512573873e-01,1.998903341102514948e-03
-1.370486121345311403e+01,9.988838681756708748e-01,1.997767736351341999e-03
-1.369791676895692945e+01,9.951704006558762527e-01,1.990340801311752360e-03
-1.369097232446074486e+01,1.002421890038111219e+00,2.004843780076222444e-03
-1.368402787996456027e+01,1.000794926517561745e+00,2.001589853035123674e-03
-1.367708343546837568e+01,9.990202621001247341e-01,1.998040524200249586e-03
-1.367013899097219110e+01,9.995707799773450031e-01,1.999141559954690107e-03
-1.366319454647600651e+01,1.000466326989248200e+00,2.000932653978496328e-03
-1.365625010197982192e+01,1.000579781975635019e+00,2.001159563951269982e-03
-1.364930565748363733e+01,9.998386368646002831e-01,1.999677273729200816e-03
-1.364236121298745275e+01,9.972472336395955539e-01,1.994494467279191337e-03
-1.363541676849126816e+01,9.991865081436769325e-01,1.998373016287353747e-03
-1.362847232399508357e+01,9.976999698101717273e-01,1.995399939620343469e-03
-1.362152787949889898e+01,1.000905470645188089e+00,2.001810941290376074e-03
-1.361458343500271440e+01,1.000067217838220168e+00,2.000134435676440437e-03
-1.360763899050652981e+01,9.975142174398454742e-01,1.995028434879691105e-03
-1.360069454601034522e+01,9.999712150857997806e-01,1.999942430171599509e-03
-1.359375010151416063e+01,1.002384521490573777e+00,2.004769042981147716e-03
-1.358680565701797605e+01,9.989925760353955964e-01,1.997985152070791155e-03
-1.357986121252179146e+01,9.996904886987547645e-01,1.999380977397509536e-03
-1.357291676802560687e+01,1.002605887471296642e+00,2.005211774942593402e-03
-1.356597232352942228e+01,9.969564433528135261e-01,1.993912886705626920e-03
-1.355902787903323770e+01,9.966827457592890571e-01,1.993365491518577989e-03
-1.355208343453705311e+01,1.001652862764071283e+00,2.003305725528142702e-03
-1.354513899004086852e+01,1.001031434462516412e+00,2.002062868925032820e-03
-1.353819454554468393e+01,9.980257783829905582e-01,1.996051556765980964e-03
-1.353125010104849935e+01,1.000920856527107050e+00,2.001841713054214062e-03
-1.352430565655231476e+01,1.001461003826430440e+00,2.002922007652860846e-03
-1.351736121205613017e+01,9.961998132257725569e-01,1.992399626451545318e-03
-1.351041676755994558e+01,9.987396679607111194e-01,1.997479335921422110e-03
-1.350347232306376100e+01,1.001699492128896640e+00,2.003398984257793308e-03
-1.349652787856757641e+01,1.000955580464963690e+00,2.001911160929927252e-03
-1.348958343407139182e+01,1.001903225654986684e+00,2.003806451309973237e-03
-1.348263898957520723e+01,1.000307489739590050e+00,2.000614979479180006e-03
-1.347569454507902265e+01,9.987080882768610834e-01,1.997416176553722285e-03
-1.346875010058283806e+01,1.001076294711098713e+00,2.002152589422197346e-03
-1.346180565608665347e+01,1.002283976575455426e+00,2.004567953150910697e-03
-1.345486121159046888e+01,9.994113238438908642e-01,1.998822647687781805e-03
-1.344791676709428430e+01,9.979923266606588461e-01,1.995984653321317744e-03
-1.344097232259809971e+01,9.963059014242678924e-01,1.992611802848535951e-03
-1.343402787810191512e+01,1.002015799592478329e+00,2.004031599184956727e-03
-1.342708343360573053e+01,9.992779296985773163e-01,1.998555859397154518e-03
-1.342013898910954595e+01,1.000379773225166469e+00,2.000759546450332858e-03
-1.341319454461336136e+01,9.992580239629044181e-01,1.998516047925808815e-03
-1.340625010011717677e+01,9.997054310247797115e-01,1.999410862049559416e-03
-1.339930565562099218e+01,9.971389980778015971e-01,1.994277996155603347e-03
-1.339236121112480760e+01,1.003597020208443880e+00,2.007194040416887624e-03
-1.338541676662862301e+01,1.001893236691339784e+00,2.003786473382679432e-03
-1.337847232213243842e+01,1.000843991912111708e+00,2.001687983824223301e-03
-1.337152787763625383e+01,9.986536105128819285e-01,1.997307221025763913e-03
-1.336458343314006925e+01,9.989243090598485253e-01,1.997848618119696905e-03
-1.335763898864388466e+01,1.002494073156294574e+00,2.004988146312589297e-03
-1.335069454414770007e+01,9.993335445356950064e-01,1.998667089071389999e-03
-1.334375009965151548e+01,9.956599063719190346e-01,1.991319812743838017e-03
-1.333680565515533090e+01,9.969915272112069848e-01,1.993983054422414011e-03
-1.332986121065914631e+01,9.984752522724239521e-01,1.996950504544848116e-03
-1.332291676616296172e+01,1.001006376002001819e+00,2.002012752004003835e-03
-1.331597232166677713e+01,9.997544882963648183e-01,1.999508976592729529e-03
-1.330902787717059255e+01,9.990216294111439188e-01,1.998043258822287949e-03
-1.330208343267440796e+01,1.000388853357091934e+00,2.000777706714183726e-03
-1.329513898817822337e+01,1.003009320347288957e+00,2.006018640694578158e-03
-1.328819454368203878e+01,9.993194421890075896e-01,1.998638884378015328e-03
-1.328125009918585420e+01,9.994189650982386874e-01,1.998837930196477406e-03
-1.327430565468966961e+01,9.996789593011667918e-01,1.999357918602333740e-03
-1.326736121019348502e+01,1.003207071996962574e+00,2.006414143993925057e-03
-1.326041676569730043e+01,9.961263577629928534e-01,1.992252715525985596e-03
-1.325347232120111585e+01,9.952921859540624361e-01,1.990584371908125060e-03
-1.324652787670493126e+01,9.995591618672170497e-01,1.999118323734434041e-03
-1.323958343220874667e+01,1.000967944664770126e+00,2.001935889329540391e-03
-1.323263898771256208e+01,9.980960385681152403e-01,1.996192077136230494e-03
-1.322569454321637750e+01,9.963381011659200315e-01,1.992676202331840167e-03
-1.321875009872019291e+01,1.000182920100031181e+00,2.000365840200062344e-03
-1.321180565422400832e+01,1.001603747959283641e+00,2.003207495918567400e-03
-1.320486120972782373e+01,1.002550638376184855e+00,2.005101276752369738e-03
-1.319791676523163915e+01,1.001339849144266214e+00,2.002679698288532296e-03
-1.319097232073545456e+01,1.001594676207222534e+00,2.003189352414445120e-03
-1.318402787623926997e+01,9.950123800945711583e-01,1.990024760189142497e-03
-1.317708343174308538e+01,9.996578140715968175e-01,1.999315628143193482e-03
-1.317013898724690080e+01,1.000006714714430034e+00,2.000013429428860231e-03
-1.316319454275071621e+01,1.000191422907177774e+00,2.000382845814355388e-03
-1.315625009825453162e+01,9.996345467389973205e-01,1.999269093477994575e-03
-1.314930565375834703e+01,1.001634979752580312e+00,2.003269959505160451e-03
-1.314236120926216245e+01,9.995457941157075421e-01,1.999091588231415115e-03
-1.313541676476597786e+01,1.000339558826929043e+00,2.000679117653858009e-03
-1.312847232026979327e+01,9.989496978409709849e-01,1.997899395681942102e-03
-1.312152787577360868e+01,9.972892242006006214e-01,1.994578448401201475e-03
-1.311458343127742410e+01,1.002210664482903857e+00,2.004421328965807873e-03
-1.310763898678123951e+01,9.988565729815511718e-01,1.997713145963102201e-03
-1.310069454228505492e+01,1.004059379751999881e+00,2.008118759503999765e-03
-1.309375009778887033e+01,1.001545029955575261e+00,2.003090059911150599e-03
-1.308680565329268575e+01,9.967010921290917480e-01,1.993402184258183385e-03
-1.307986120879650116e+01,1.001333449675075871e+00,2.002666899350151811e-03
-1.307291676430031657e+01,9.994683305595766232e-01,1.998936661119153115e-03
-1.306597231980413198e+01,1.001788111291248562e+00,2.003576222582497107e-03
-1.305902787530794740e+01,1.002292266851836366e+00,2.004584533703672629e-03
-1.305208343081176281e+01,9.995971398015507381e-01,1.999194279603101667e-03
-1.304513898631557822e+01,9.962282094292416179e-01,1.992456418858483142e-03
-1.303819454181939363e+01,1.001371438216771992e+00,2.002742876433543859e-03
-1.303125009732320905e+01,9.983671108141882744e-01,1.996734221628376684e-03
-1.302430565282702446e+01,1.000657824595522216e+00,2.001315649191044276e-03
-1.301736120833083987e+01,9.975246574522204090e-01,1.995049314904440672e-03
-1.301041676383465528e+01,1.001509061295327019e+00,2.003018122590654281e-03
-1.300347231933847070e+01,9.956684789232611577e-01,1.991336957846522385e-03
-1.299652787484228611e+01,1.001612125663339903e+00,2.003224251326680017e-03
-1.298958343034610152e+01,9.978119351756544742e-01,1.995623870351309007e-03
-1.298263898584991693e+01,1.002182203854723452e+00,2.004364407709446731e-03
-1.297569454135373235e+01,9.996921225726614901e-01,1.999384245145323195e-03
-1.296875009685754776e+01,9.981228059470412806e-01,1.996245611894082502e-03
-1.296180565236136317e+01,9.999656768092149983e-01,1.999931353618430042e-03
-1.295486120786517859e+01,1.002076103217522274e+00,2.004152206435044770e-03
-1.294791676336899400e+01,1.000410539300081947e+00,2.000821078600163987e-03
-1.294097231887280941e+01,1.001514923603154417e+00,2.003029847206308934e-03
-1.293402787437662482e+01,1.000113915557127919e+00,2.000227831114255797e-03
-1.292708342988044024e+01,9.991435381330225907e-01,1.998287076266045195e-03
-1.292013898538425565e+01,9.985495019934861327e-01,1.997099003986972220e-03
-1.291319454088807106e+01,1.000974564200438177e+00,2.001949128400876566e-03
-1.290625009639188647e+01,9.952581494182646260e-01,1.990516298836529207e-03
-1.289930565189570189e+01,1.000015917030511181e+00,2.000031834061022275e-03
-1.289236120739951730e+01,1.000363954834381230e+00,2.000727909668762513e-03
-1.288541676290333271e+01,9.992168274935219197e-01,1.998433654987043749e-03
-1.287847231840714812e+01,1.000119341520687044e+00,2.000238683041373998e-03
-1.287152787391096354e+01,9.989680925771092790e-01,1.997936185154218416e-03
-1.286458342941477895e+01,1.001628535070402171e+00,2.003257070140804230e-03
-1.285763898491859436e+01,1.003485699133991993e+00,2.006971398267983885e-03
-1.285069454042240977e+01,9.996942614824299023e-01,1.999388522964859732e-03
-1.284375009592622519e+01,1.000515283221678153e+00,2.001030566443356192e-03
-1.283680565143004060e+01,9.990264578557496167e-01,1.998052915711499410e-03
-1.282986120693385601e+01,1.001049621690119462e+00,2.002099243380238945e-03
-1.282291676243767142e+01,9.989457581476918202e-01,1.997891516295383519e-03
-1.281597231794148684e+01,9.961767655607774996e-01,1.992353531121555249e-03
-1.280902787344530225e+01,1.003100802348410259e+00,2.006201604696820386e-03
-1.280208342894911766e+01,9.961652184163243273e-01,1.992330436832648669e-03
-1.279513898445293307e+01,9.983584538232066485e-01,1.996716907646413266e-03
-1.278819453995674849e+01,9.991102294850243704e-01,1.998220458970048803e-03
-1.278125009546056390e+01,1.000770877655897673e+00,2.001541755311795224e-03
-1.277430565096437931e+01,9.984789837429438597e-01,1.996957967485887570e-03
-1.276736120646819472e+01,9.986594188765126612e-01,1.997318837753025468e-03
-1.276041676197201014e+01,9.989801791890532412e-01,1.997960358378106718e-03
-1.275347231747582555e+01,9.975025024615605806e-01,1.995005004923121154e-03
-1.274652787297964096e+01,1.000796060505485308e+00,2.001592121010970730e-03
-1.273958342848345637e+01,1.001351516537819286e+00,2.002703033075638791e-03
-1.273263898398727179e+01,1.001984716582579038e+00,2.003969433165158232e-03
-1.272569453949108720e+01,9.997187598378052265e-01,1.999437519675610446e-03
-1.271875009499490261e+01,9.997861757956941764e-01,1.999572351591388190e-03
-1.271180565049871802e+01,1.003577188744980919e+00,2.007154377489961741e-03
-1.270486120600253344e+01,1.000403180684031890e+00,2.000806361368063883e-03
-1.269791676150634885e+01,1.003034544032081810e+00,2.006069088064163682e-03
-1.269097231701016426e+01,1.000423692869883974e+00,2.000847385739767861e-03
-1.268402787251397967e+01,9.985607141167935907e-01,1.997121428233587185e-03
-1.267708342801779509e+01,9.975706501911497659e-01,1.995141300382299518e-03
-1.267013898352161050e+01,1.000034967775200068e+00,2.000069935550400323e-03
-1.266319453902542591e+01,1.001452842859887893e+00,2.002905685719775803e-03
